Date,Region,Category,Units_Sold,Units_Ordered,Revenue,Avg_Inventory,Forecast_APE,Stockout_Rate,Overstock_Rate,Avg_Days_of_Supply,Promo_Share
2022-01-03,South,Groceries,909,545,51034.26,355.3333333333333,0.11569409943929661,0.0,0.0,2.932661059967725,0.16666666666666666
2022-01-03,South,Toys,1458,1147,55568.9755,293.22222222222223,0.08685167360222658,0.0,0.0,1.8189693632497148,0.3333333333333333
2022-01-03,West,Clothing,916,457,53771.026,357.6,0.10857856834833268,0.0,0.0,2.3101060267109963,0.2
2022-01-03,West,Electronics,1138,1042,56198.577999999994,240.5,0.07479757003447876,0.0,0.0,1.9496234295816688,0.125
2022-01-03,West,Furniture,371,349,23812.15,265.6666666666667,0.05722454814611677,0.0,0.0,2.755730185917482,0.3333333333333333
2022-01-03,West,Groceries,1383,926,70462.159,265.0,0.028177181074815903,0.0,0.0,1.6281204222618848,0.5714285714285714
2022-01-03,West,Toys,234,195,4332.042,427.0,0.012136752136752152,0.0,0.0,1.6360153256704981,1.0
2022-01-04,East,Clothing,753,678,34874.087999999996,238.2,0.47174901214486165,0.0,0.0,1.4344714464359007,0.8
2022-01-04,East,Electronics,1384,915,48228.366,356.14285714285717,0.10369959724679033,0.0,0.0,1.957607898631376,0.42857142857142855
2022-01-04,East,Furniture,464,158,9857.6025,366.5,0.02840936838171173,0.0,0.0,3.211486291486292,0.5
2022-01-04,East,Groceries,543,484,14646.261000000002,286.0,1.5214588426227729,0.0,0.0,2.6613111908108635,0.0
2022-01-04,East,Toys,391,355,26039.6385,314.2,0.376041923289692,0.0,0.0,4.402162922090442,0.4
2022-01-04,North,Clothing,495,342,15975.197500000002,242.33333333333334,0.022861706871124623,0.0,0.0,1.575377817034064,1.0
2022-01-04,North,Electronics,699,1015,37945.758499999996,224.25,0.44259135332985305,0.125,0.0,1.8727175968334029,0.625
2022-01-04,North,Furniture,436,335,18863.177499999998,409.0,0.07935993190764973,0.0,0.0,4.1310704296974325,0.0
2022-01-04,North,Groceries,643,894,26098.125,211.57142857142858,1.5520278472679394,0.0,0.0,1.6499314374241223,0.2857142857142857
2022-01-04,North,Toys,1690,1252,74348.276,269.9,0.10484853665909125,0.0,0.0,2.1673079144395992,0.3
2022-01-04,South,Clothing,454,351,16367.203999999998,182.0,0.2645326206387233,0.0,0.0,1.725112491157253,0.75
2022-01-04,South,Electronics,202,130,11508.243,293.0,0.06495049504950497,0.0,0.0,2.089126559714795,1.0
2022-01-04,South,Furniture,790,455,41254.4195,360.0,0.041621220768715016,0.0,0.0,2.65208418282925,0.25
2022-01-04,South,Groceries,516,461,29701.04,332.0,0.0688224014399402,0.0,0.0,2.9507310342285753,0.75
2022-01-04,South,Toys,441,356,11689.499999999998,334.0,0.2327814523879163,0.0,0.0,3.9316125690319237,0.25
2022-01-04,West,Clothing,578,496,34166.976,246.2,0.05682946990757729,0.0,0.0,2.1603580279912955,0.4
2022-01-04,West,Electronics,513,247,38136.776,290.0,0.023836011858324197,0.0,0.0,2.1099351848952628,0.5
2022-01-04,West,Furniture,832,772,31339.300000000003,286.2857142857143,0.12737527290714384,0.0,0.0,2.5179869910634793,0.7142857142857143
2022-01-04,West,Groceries,788,667,24944.747,218.14285714285714,0.0672029639272116,0.0,0.0,2.1972099049682776,0.7142857142857143
2022-01-04,West,Toys,1472,1209,89974.85,274.44444444444446,0.09988869733770166,0.0,0.0,1.8136919683236046,0.8888888888888888
2022-01-05,East,Clothing,568,404,35647.436,297.25,0.054692146817146826,0.0,0.0,3.8077764180610645,0.5
2022-01-05,East,Electronics,370,440,13356.789,315.0,0.15982836032963912,0.0,0.0,2.258093994511533,0.6666666666666666
2022-01-05,East,Furniture,1563,1082,97854.848,357.77777777777777,0.07424613853604373,0.0,0.0,3.1266553078761,0.4444444444444444
2022-01-05,East,Groceries,852,659,15210.868,327.6666666666667,0.23157586705064656,0.0,0.0,2.086716114372108,0.3333333333333333
2022-01-05,East,Toys,636,557,30457.334,301.5,0.12612419561942206,0.0,0.0,3.7836137611206486,0.16666666666666666
2022-01-05,North,Electronics,1046,445,55645.434,238.83333333333334,0.09530032024423,0.0,0.0,1.7398576986863297,0.5
2022-01-05,North,Furniture,471,509,22629.337999999996,270.6666666666667,0.0921098601314282,0.0,0.0,2.843528181253786,0.6666666666666666
2022-01-05,North,Groceries,371,453,19324.3125,323.6666666666667,0.1270345468574635,0.0,0.0,4.3892743677293735,0.3333333333333333
2022-01-05,North,Toys,1666,991,96414.47450000001,294.77777777777777,0.04767794001672267,0.0,0.0,2.245559938926477,0.5555555555555556
2022-01-05,South,Clothing,499,408,20850.051,320.6666666666667,0.13146765383211162,0.0,0.0,2.220053869672642,0.3333333333333333
2022-01-05,South,Electronics,376,600,18856.167999999998,205.5,0.10713823502886001,0.0,0.0,1.6676410137269304,0.6666666666666666
2022-01-05,South,Furniture,67,167,3704.6800000000003,361.0,0.0911952380952381,0.0,0.0,1.794355355293067,0.5
2022-01-05,South,Groceries,509,896,24542.948000000004,222.85714285714286,0.1839481731464246,0.0,0.0,2.162897421973341,0.5714285714285714
2022-01-05,South,Toys,641,486,37464.0505,275.0,0.13265017785665933,0.0,0.0,2.2747173128354587,0.4
2022-01-05,West,Clothing,320,132,20333.977000000003,166.33333333333334,0.41653648325358855,0.0,0.0,1.0262752302073372,0.3333333333333333
2022-01-05,West,Electronics,863,795,44039.1685,328.44444444444446,0.780417657001223,0.0,0.0,3.2375152669613243,0.4444444444444444
2022-01-05,West,Furniture,297,250,15521.520000000002,290.5,0.010260416666666682,0.0,0.0,2.7986973529300068,0.0
2022-01-05,West,Groceries,367,565,17660.077,269.8,0.41840103598691386,0.0,0.0,1.7494986477755874,0.2
2022-01-05,West,Toys,1090,1080,51274.1335,271.6666666666667,0.1661005627939219,0.0,0.0,2.2193704079161156,0.5555555555555556
2022-01-06,East,Clothing,735,687,25206.7585,255.5,0.03469465521591808,0.0,0.0,2.00575892536997,0.5
2022-01-06,East,Electronics,469,399,30524.964999999997,245.8,0.23220122156937228,0.0,0.0,2.0450776462929423,0.2
2022-01-06,East,Furniture,1297,690,57718.879,307.0,0.022024183696738055,0.0,0.0,2.18423024008433,0.5
2022-01-06,East,Groceries,582,640,26743.469,198.5,0.14254337557603686,0.0,0.0,1.3628885695942523,0.25
2022-01-06,East,Toys,1042,645,56211.729,284.1666666666667,0.25239307210812606,0.0,0.0,2.2343380712134215,0.6666666666666666
2022-01-06,North,Clothing,459,880,34012.92399999999,304.5,0.346329334341591,0.0,0.0,2.1759974572377048,0.3333333333333333
2022-01-06,North,Electronics,333,319,14606.505000000001,175.0,0.08649505300353352,0.5,0.0,1.0859010894861245,1.0
2022-01-06,North,Furniture,985,382,34966.585999999996,290.8,0.03816189345161707,0.0,0.0,1.5963553383055313,0.4
2022-01-06,North,Groceries,637,461,33260.56999999999,236.25,2.383417985232067,0.0,0.0,1.4216800201874018,0.75
2022-01-06,North,Toys,383,311,19609.731,253.66666666666666,0.17739128590862177,0.0,0.0,1.989656914572538,0.6666666666666666
2022-01-06,South,Clothing,443,596,16336.83,198.66666666666666,0.27905632808423675,0.0,0.0,1.657947640599212,0.16666666666666666
2022-01-06,South,Electronics,274,338,13640.137999999999,241.0,0.17628762453562985,0.0,0.0,2.3909476661264626,0.6666666666666666
2022-01-06,South,Furniture,1211,1068,42654.129,300.1818181818182,1.2466347778466993,0.0,0.0,2.397431317603554,0.5454545454545454
2022-01-06,South,Groceries,717,457,33398.909999999996,278.4,0.03643720379371847,0.0,0.0,2.2737341895555554,0.4
2022-01-06,South,Toys,371,552,23379.929000000004,308.8,0.12796906388238363,0.0,0.0,2.8707743428443973,0.8
2022-01-06,West,Clothing,665,307,34453.242000000006,302.5,0.0871223181530861,0.0,0.0,2.1897373726679223,0.5
2022-01-06,West,Electronics,150,528,9519.563,216.8,0.4266822344322344,0.0,0.0,1.6154050377812208,0.8
2022-01-06,West,Furniture,1156,1021,52827.3055,215.9,0.1409490457253627,0.0,0.0,2.117379189426867,0.5
2022-01-06,West,Groceries,39,187,1822.08,87.0,0.1323076923076922,0.0,0.0,0.8460291734197731,0.0
2022-01-06,West,Toys,615,546,28340.196,238.6,0.1746645562737819,0.0,0.0,1.674613905429018,0.2
2022-01-07,East,Clothing,255,268,15632.813499999998,176.66666666666666,0.09539333160800556,0.0,0.0,1.318102211348686,0.6666666666666666
2022-01-07,East,Electronics,1437,988,70689.662,281.75,0.06558458010570237,0.0,0.0,1.8856441189736601,0.375
2022-01-07,East,Furniture,197,575,10952.2825,214.0,0.18022364051473644,0.0,0.0,2.483423145152669,0.5
2022-01-07,East,Groceries,900,695,50044.544,307.57142857142856,0.186507153992163,0.0,0.0,3.086907563657654,0.42857142857142855
2022-01-07,East,Toys,72,186,2359.44,231.0,0.04805555555555547,0.0,0.0,1.8586206896551722,0.0
2022-01-07,North,Clothing,1024,842,64254.617,314.875,0.20587771138468716,0.0,0.0,2.3333034556899848,0.875
2022-01-07,North,Electronics,81,323,4643.4395,284.0,0.03646045918367352,0.0,0.0,2.10496700714092,0.0
2022-01-07,North,Furniture,498,812,29485.887,162.83333333333334,0.18546097200950795,0.0,0.0,1.4515173383118798,0.5
2022-01-07,North,Groceries,405,512,19578.55,220.0,0.21680233928388826,0.0,0.0,1.5845212776412394,0.25
2022-01-07,North,Toys,727,832,47829.06,223.85714285714286,0.07500122074982717,0.0,0.0,1.8980596614173155,0.42857142857142855
2022-01-07,South,Clothing,242,381,10058.306,230.66666666666666,1.4803742762613732,0.0,0.0,2.0401123415994635,1.0
2022-01-07,South,Electronics,504,685,21225.794,206.5,0.14097722080447198,0.0,0.0,1.3911217698319251,0.75
2022-01-07,South,Furniture,1257,844,63094.38,279.77777777777777,0.11472882841216547,0.0,0.0,2.7353383903825788,0.5555555555555556
2022-01-07,South,Groceries,870,873,50433.913499999995,311.5,0.10106379728703663,0.125,0.0,3.080021540067799,0.625
2022-01-07,South,Toys,809,633,49026.979999999996,209.66666666666666,0.10002430124810589,0.0,0.0,1.7137536198175398,0.6666666666666666
2022-01-07,West,Clothing,213,595,8928.038999999999,157.5,0.1722195233456385,0.0,0.0,1.3026705694013616,0.5
2022-01-07,West,Electronics,975,561,53860.073,326.3333333333333,0.1732929539290936,0.0,0.0,2.648648104439956,0.3333333333333333
2022-01-07,West,Furniture,777,577,24374.2215,288.75,0.03390779780704528,0.0,0.0,2.0163445995254827,0.5
2022-01-07,West,Groceries,212,131,9589.536,169.0,0.04496124031007753,0.0,0.0,1.8165108104651657,0.0
2022-01-07,West,Toys,371,505,26797.867000000002,298.25,0.1706034661647595,0.0,0.0,1.972944279402204,0.0
2022-01-08,East,Clothing,1277,551,49964.194,295.42857142857144,0.07182993047799034,0.0,0.0,1.7897620536955416,0.8571428571428571
2022-01-08,East,Electronics,137,116,4964.139999999999,221.0,0.48767131242740996,0.0,0.0,2.4980392156862745,0.5
2022-01-08,East,Furniture,1058,779,65433.376000000004,327.0,0.16283345186781611,0.0,0.0,2.692048918863597,0.3333333333333333
2022-01-08,East,Groceries,556,365,12856.336000000003,327.5,0.7666769866901887,0.0,0.0,3.2273577931396047,0.75
2022-01-08,East,Toys,543,171,30460.385,381.3333333333333,0.03033032675699852,0.0,0.0,2.696827971358662,0.6666666666666666
2022-01-08,North,Clothing,358,469,15326.75,287.6666666666667,0.24607374459594286,0.0,0.0,2.140384303084259,1.0
2022-01-08,North,Electronics,662,583,24570.843,253.5,0.07308248828171666,0.0,0.0,2.039911176732478,0.5
2022-01-08,North,Furniture,970,500,52360.6815,260.1666666666667,0.04980104385672898,0.0,0.0,2.1258777384537475,0.8333333333333334
2022-01-08,North,Groceries,756,429,36597.047000000006,242.25,0.12418486962811738,0.0,0.0,1.8514433680297953,0.75
2022-01-08,North,Toys,324,498,15790.931999999999,281.5,0.09806756179611892,0.0,0.0,2.710359667926515,0.0
2022-01-08,South,Clothing,763,363,53384.453,255.4,0.10563628673571165,0.0,0.0,1.7323778087317117,0.6
2022-01-08,South,Electronics,977,590,55388.5095,290.875,0.24054446930617868,0.0,0.0,2.4243112641431046,0.25
2022-01-08,South,Furniture,747,778,33821.5005,317.8333333333333,0.1298302918045869,0.0,0.0,3.1860697734777705,0.3333333333333333
2022-01-08,South,Groceries,1061,514,48853.6325,266.2857142857143,0.16051314284160334,0.0,0.0,2.087607377994344,0.2857142857142857
2022-01-08,South,Toys,457,731,23068.2625,139.5,0.08400179070191079,0.0,0.0,1.1274233236028408,0.16666666666666666
2022-01-08,West,Clothing,149,35,6523.964999999999,196.0,0.04107382550335573,0.0,0.0,2.1205564142194744,1.0
2022-01-08,West,Electronics,499,315,18718.296,310.3333333333333,0.028962158184212577,0.0,0.0,2.2219691809969926,1.0
2022-01-08,West,Furniture,571,336,43525.943999999996,296.25,0.39085478927203066,0.0,0.0,2.5481493373799893,0.25
2022-01-08,West,Groceries,1489,660,92457.766,300.22222222222223,0.12398225193982745,0.0,0.0,2.326551673354266,0.6666666666666666
2022-01-08,West,Toys,604,453,20718.5435,271.3333333333333,0.2055729564316521,0.0,0.0,2.065536656278032,0.8333333333333334
2022-01-09,East,Clothing,1784,621,129115.974,338.0,0.03897618992214635,0.0,0.0,2.316203069378406,0.2857142857142857
2022-01-09,East,Electronics,1436,883,83492.4245,314.0,0.10430046683897028,0.0,0.0,2.436115870912384,0.625
2022-01-09,East,Furniture,518,313,13693.412,307.3333333333333,0.05227068909311904,0.0,0.0,2.8310945738898106,0.3333333333333333
2022-01-09,East,Groceries,473,279,13173.3485,266.0,0.09330688006796384,0.0,0.0,2.4705696162205117,1.0
2022-01-09,East,Toys,756,528,37421.545,236.0,0.09172887763695921,0.16666666666666666,0.0,1.6570413533125452,0.5
2022-01-09,North,Clothing,1133,625,45060.5815,332.1666666666667,0.44016544060503887,0.0,0.0,2.499053752604348,0.6666666666666666
2022-01-09,North,Electronics,1389,1046,94039.866,332.5,0.15106417635468344,0.0,0.0,2.4063511306979892,0.625
2022-01-09,North,Furniture,459,440,27362.853,243.25,0.09653473617471801,0.0,0.0,2.2814138258530416,0.5
2022-01-09,North,Groceries,657,330,27736.4975,295.75,0.0776099744388151,0.0,0.0,3.368870823414401,0.5
2022-01-09,North,Toys,1008,868,66195.03450000001,291.125,0.09352196800803085,0.0,0.0,2.4508879363516876,0.375
2022-01-09,South,Clothing,251,161,10097.873,266.5,0.054115562913907324,0.0,0.0,1.708776814948172,1.0
2022-01-09,South,Electronics,1506,1297,50193.1605,242.0,0.0859570864777845,0.1,0.0,1.8672383189377348,0.5
2022-01-09,South,Furniture,59,143,5034.410999999999,313.0,0.24745762711864397,0.0,0.0,2.73875,1.0
2022-01-09,South,Groceries,226,253,16745.624,265.5,0.02886915038618805,0.0,0.0,1.8007415105059463,1.0
2022-01-09,South,Toys,664,597,45293.321500000005,270.75,0.048906794725915304,0.0,0.0,1.7646119525896073,0.5
2022-01-09,West,Clothing,1144,800,61047.8285,328.125,0.16203646931920374,0.0,0.0,2.2411202564298267,0.375
2022-01-09,West,Electronics,532,646,32816.695,283.5,0.300370148856991,0.0,0.0,2.755666347341618,0.25
2022-01-09,West,Furniture,510,411,14405.015,319.25,0.4094382284019742,0.0,0.0,2.5633726653766766,0.75
2022-01-09,West,Groceries,441,379,24880.639,294.3333333333333,0.8548536570298987,0.0,0.0,2.4256883814366037,0.0
2022-01-09,West,Toys,950,540,58586.909,309.4,0.7749536156805064,0.0,0.0,2.0919344931129125,0.4
2022-01-10,East,Clothing,862,458,53303.0945,232.2,0.03884958514726382,0.0,0.0,1.811299835440441,0.4
2022-01-10,East,Electronics,284,478,16856.08,260.3333333333333,0.08568933381433384,0.0,0.0,2.1298275640553137,0.6666666666666666
2022-01-10,East,Furniture,473,397,23963.036,300.3333333333333,0.10019595630868211,0.0,0.0,2.40269285550399,0.3333333333333333
2022-01-10,East,Groceries,830,530,41205.951,268.4,0.20818770226537214,0.0,0.0,1.682299354789749,0.4
2022-01-10,East,Toys,427,667,24223.282,230.0,0.15005085658470144,0.0,0.0,1.748118045750298,0.4
2022-01-10,North,Clothing,902,754,44971.3935,325.57142857142856,0.0992709249833524,0.0,0.0,2.7603569102897327,0.7142857142857143
2022-01-10,North,Electronics,995,572,41316.701,322.3333333333333,0.09646161808321518,0.0,0.0,2.3754769953143398,0.3333333333333333
2022-01-10,North,Furniture,404,642,10127.0275,194.0,0.1553433562705951,0.0,0.0,1.6551334874533172,0.5
2022-01-10,North,Groceries,462,497,30576.065499999997,302.0,0.09949565173951255,0.0,0.0,2.467024521780799,0.6
2022-01-10,North,Toys,267,336,10766.030999999999,126.66666666666667,0.05633971140791257,0.0,0.0,0.8450901561204066,0.6666666666666666
2022-01-10,South,Clothing,582,370,41022.7225,264.3333333333333,0.09993574184059588,0.0,0.0,1.6420394002001066,0.3333333333333333
2022-01-10,South,Electronics,326,517,10121.200499999999,233.5,0.25049613871426324,0.0,0.0,1.8950767882397845,0.5
2022-01-10,South,Furniture,1107,678,43183.708,297.14285714285717,0.13114610476417088,0.0,0.0,2.158243311109547,0.7142857142857143
2022-01-10,South,Groceries,839,400,43351.563,294.4,0.0888069809303216,0.0,0.0,2.0775822984916585,0.6
2022-01-10,South,Toys,734,455,36571.4835,219.4,0.10285823883126485,0.0,0.0,1.5581133985309652,0.4
2022-01-10,West,Clothing,849,691,65276.79000000001,315.5,0.06617816574880302,0.0,0.0,2.4700324616140605,0.5
2022-01-10,West,Electronics,973,725,52834.447,353.8,0.034307035971746905,0.0,0.0,2.323597329225973,0.8
2022-01-10,West,Furniture,815,735,34314.969,263.7142857142857,0.17731002022611062,0.0,0.0,1.8320628599507016,0.5714285714285714
2022-01-10,West,Groceries,635,882,14631.704999999998,243.83333333333334,0.19924558038935083,0.0,0.0,2.3001595618122934,0.3333333333333333
2022-01-10,West,Toys,841,629,34616.7515,316.5,0.051264466687553085,0.0,0.0,3.1681471077496375,0.5
2022-01-11,East,Clothing,1047,385,39029.781,288.4,0.028415157584440815,0.0,0.0,2.1733196989398045,0.4
2022-01-11,East,Electronics,306,396,16486.938000000002,296.25,0.19405084867516367,0.0,0.0,2.906761940113984,0.75
2022-01-11,East,Furniture,48,160,787.5840000000001,294.0,0.2583333333333333,0.0,0.0,2.104294478527607,1.0
2022-01-11,East,Groceries,215,170,11899.8015,388.5,0.0872030900967982,0.0,0.0,2.525812184588509,1.0
2022-01-11,East,Toys,504,400,20752.27,271.4,0.7113870757317212,0.0,0.0,2.163211000226661,0.4
2022-01-11,North,Clothing,750,1061,24908.633499999996,221.42857142857142,0.19730737363715492,0.0,0.0,1.639784273421116,0.5714285714285714
2022-01-11,North,Electronics,552,341,31698.7335,310.75,0.140619644198216,0.0,0.0,2.0251334256258744,0.0
2022-01-11,North,Furniture,1327,988,69752.721,251.5,0.07183382246886892,0.0,0.0,1.8261593724657672,0.5
2022-01-11,North,Groceries,685,368,40858.574,309.0,0.03392473370650078,0.0,0.0,1.8377152389734521,0.6666666666666666
2022-01-11,North,Toys,432,565,21652.408,264.5,0.624680289010175,0.0,0.0,2.053153089081959,0.25
2022-01-11,South,Clothing,834,665,31242.620000000003,283.0,0.480257195067418,0.0,0.0,2.107644802279649,0.0
2022-01-11,South,Electronics,360,232,16675.4895,305.3333333333333,0.15229352336279992,0.0,0.0,2.9978119465554447,0.0
2022-01-11,South,Furniture,557,725,35408.331000000006,216.4,0.27186935491660513,0.0,0.0,2.155619219755309,0.0
2022-01-11,South,Groceries,540,599,37168.464,353.25,0.14210863778913796,0.0,0.0,3.1534418785137457,0.25
2022-01-11,South,Toys,791,663,36637.415,283.6,0.14729895701544476,0.0,0.0,2.168505062224135,0.2
2022-01-11,West,Clothing,1627,1261,105217.6125,265.6,0.07816859181932126,0.0,0.0,2.003745016948729,0.4
2022-01-11,West,Electronics,1215,1084,52230.1075,308.42857142857144,0.13542873772575434,0.0,0.0,2.239736997598423,0.42857142857142855
2022-01-11,West,Furniture,1280,1050,37514.491,289.85714285714283,0.03848941652742305,0.0,0.0,2.320444233726568,0.42857142857142855
2022-01-11,West,Groceries,682,329,38279.774,256.4,0.06468206524868347,0.0,0.0,1.661856749887015,0.2
2022-01-11,West,Toys,1114,650,60545.333999999995,275.4,0.0714603131014411,0.0,0.0,1.8401110942618346,0.6
2022-01-12,East,Clothing,801,666,31063.006999999998,253.57142857142858,1.022137382469868,0.0,0.0,1.7184943399908705,0.7142857142857143
2022-01-12,East,Electronics,847,817,46942.337999999996,291.57142857142856,0.06723323914929016,0.0,0.0,2.123976973495991,0.42857142857142855
2022-01-12,East,Furniture,1262,502,82382.8995,304.1666666666667,0.21273302433091149,0.0,0.0,1.7723731225568125,0.3333333333333333
2022-01-12,East,Groceries,269,293,14824.493499999999,261.5,0.4877793223267567,0.0,0.0,1.9684599869984305,0.25
2022-01-12,East,Toys,472,565,29476.192,304.5,0.11509372927593896,0.0,0.0,3.1026344520008893,0.5
2022-01-12,North,Clothing,433,497,18902.9715,270.5,0.45261437000499505,0.0,0.0,1.9910362496886598,0.5
2022-01-12,North,Electronics,1149,996,72449.86600000001,271.44444444444446,0.062136269807933804,0.0,0.0,1.902665098026633,0.5555555555555556
2022-01-12,North,Furniture,380,280,23753.787,255.0,0.45758854933409754,0.0,0.0,1.8542783791732922,0.6
