Month,Store ID,Product ID,Category,Region,Units_Ordered,Stockout_Occurred,Stockout_Risk,Forecast_APE,Asset_ID,Shipment_Status,Traffic_Status,Waiting_Time,Logistics_Delay,Logistics_Delay_Reason,Delivered_On_Time,Delay_Risk_Score,Perfect_Order
2022-01,S001,P0016,Electronics,North,3400,0,0,0.1754481883361323,Truck_7,Delivered,Clear,53,0,Mechanical Failure,1,0.28282739146779806,1
2022-01,S001,P0017,Electronics,West,3615,0,1,0.195439630024949,Truck_6,In Transit,Clear,12,0,None,1,0.19415050891776683,1
2022-01,S001,P0018,Furniture,South,3172,0,0,0.1367196000394426,Truck_8,Delayed,Heavy,32,1,Mechanical Failure,0,0.9806597615978174,0
2022-01,S001,P0019,Furniture,South,3739,0,1,0.19505838617174998,Truck_9,Delivered,Detour,45,0,Mechanical Failure,1,0.2867324722616982,1
2022-01,S001,P0020,Toys,North,3782,0,0,0.20442939556071918,Truck_5,In Transit,Heavy,30,1,None,0,0.971782095498213,0
2022-01,S002,P0001,Groceries,North,3416,0,1,0.1174485895956289,Truck_4,Delivered,Clear,58,0,None,1,0.31493336215512646,1
2022-01,S002,P0002,Toys,North,3068,0,1,0.2242419185238034,Truck_2,Delayed,Heavy,16,1,Traffic,0,0.9670986631212776,0
2022-01,S002,P0003,Electronics,West,3613,0,1,0.08672809870763215,Truck_8,Delayed,Detour,49,1,None,0,0.5552470892683935,0
2022-01,S002,P0004,Groceries,East,3246,0,1,0.29752676243215753,Truck_7,In Transit,Heavy,54,1,Traffic,0,0.9876605275442087,0
2022-01,S002,P0005,Groceries,South,3580,0,0,0.4400453228454264,Truck_8,Delayed,Clear,12,1,Mechanical Failure,0,0.4226257422494281,0
2022-01,S002,P0006,Groceries,North,4302,0,1,0.09551773940701164,Truck_4,Delivered,Clear,36,0,Traffic,1,0.2728011763324847,1
2022-01,S002,P0007,Groceries,South,3361,0,0,0.19750746858980608,Truck_6,Delayed,Detour,50,1,Traffic,0,0.334335629542426,0
2022-01,S002,P0008,Groceries,West,3653,1,1,0.7512836361660988,Truck_8,Delivered,Heavy,41,1,Mechanical Failure,0,0.9444577410978116,0
2022-01,S002,P0009,Toys,South,3378,0,1,0.07290731474075979,Truck_4,Delayed,Heavy,14,1,Mechanical Failure,0,0.979835386962474,0
2022-01,S002,P0010,Electronics,East,3392,0,1,0.09526973598126158,Truck_9,Delivered,Detour,16,0,Traffic,1,0.29869031595987655,1
2022-01,S002,P0011,Clothing,West,3101,0,0,0.33795335226661016,Truck_5,In Transit,Heavy,30,1,None,0,0.971782095498213,0
2022-01,S002,P0012,Electronics,North,3389,0,1,0.2042081451352837,Truck_5,Delayed,Heavy,33,1,Weather,0,0.9723390246701785,0
2022-01,S002,P0013,Furniture,West,3612,0,1,0.12122898781954956,Truck_1,Delayed,Heavy,53,1,Traffic,0,0.9703826162832953,0
2022-01,S002,P0014,Toys,South,2929,0,1,0.17044580173709997,Truck_2,In Transit,Heavy,41,1,None,0,0.9865898712492743,0
2022-01,S002,P0015,Furniture,West,3951,0,1,0.1083383697924209,Truck_7,In Transit,Detour,50,0,Weather,1,0.3032388920697295,1
2022-01,S002,P0016,Furniture,South,3225,0,1,0.1535506595883415,Truck_7,Delivered,Heavy,39,1,None,0,0.9750250216227058,0
2022-01,S002,P0017,Groceries,South,3210,0,1,0.3064399800772295,Truck_4,In Transit,Clear,52,0,None,1,0.32479902720444537,1
2022-01,S002,P0018,Clothing,East,3300,1,1,0.29962727205626505,Truck_8,Delayed,Heavy,19,1,Weather,0,0.9703769852666096,0
2022-01,S002,P0019,Clothing,East,3411,0,1,0.1455611309396768,Truck_10,Delivered,Heavy,19,1,None,0,0.9790288601141743,0
2022-01,S002,P0020,Furniture,West,3233,0,1,0.12206418363167294,Truck_8,Delayed,Heavy,10,1,Weather,0,0.9771234862746989,0
2022-01,S003,P0001,Clothing,West,3251,0,1,0.28753995183829795,Truck_10,Delivered,Detour,24,0,Weather,1,0.33149861664010544,1
2022-01,S003,P0002,Furniture,West,3578,0,0,0.22227854930511637,Truck_1,Delayed,Heavy,16,1,None,0,0.9771872232803495,0
2022-01,S003,P0003,Furniture,East,3354,0,1,0.448789247978224,Truck_3,Delivered,Heavy,55,1,Weather,0,0.9875316451983981,0
2022-01,S003,P0004,Toys,North,3352,0,1,0.6769181258284391,Truck_1,Delivered,Clear,54,0,Traffic,1,0.37682109925289103,1
2022-01,S003,P0005,Electronics,West,3428,0,1,0.4300076403897386,Truck_4,Delayed,Heavy,34,1,Weather,0,0.985462624041054,0
2022-01,S003,P0006,Electronics,East,2922,1,1,0.10808079970065364,Truck_5,Delivered,Clear,51,0,Weather,1,0.37981590003427995,0
2022-01,S003,P0007,Clothing,North,2817,1,1,0.23531410116325954,Truck_3,In Transit,Detour,24,0,Weather,1,0.379819700124731,0
2022-01,S003,P0008,Clothing,South,3394,0,0,0.22313815113065785,Truck_7,Delivered,Detour,60,0,Traffic,1,0.23372406114916836,1
2022-01,S003,P0009,Furniture,West,3464,0,1,0.81634043683864,Truck_6,Delayed,Detour,30,1,Weather,0,0.5020736247239241,0
2022-01,S003,P0010,Furniture,East,3213,0,0,0.2742558299170544,Truck_7,In Transit,Detour,53,0,Traffic,1,0.2571859295777331,1
2022-01,S003,P0011,Clothing,South,3146,0,0,0.13786782633662503,Truck_5,Delivered,Heavy,28,1,Weather,0,0.9813413772588544,0
2022-01,S003,P0012,Furniture,West,3280,0,1,0.33531928131764194,Truck_6,Delayed,Detour,33,1,Weather,0,0.4630381665487516,0
2022-01,S003,P0013,Furniture,East,2981,1,0,0.13529800898022457,Truck_9,Delivered,Heavy,25,1,Traffic,0,0.9793407520405806,0
2022-01,S003,P0014,Clothing,South,2838,0,1,0.1609397044318933,Truck_5,In Transit,Clear,34,0,Mechanical Failure,1,0.39994823685994485,1
2022-01,S003,P0015,Clothing,West,3832,0,0,0.08940276227824227,Truck_8,In Transit,Clear,31,0,Mechanical Failure,1,0.31448348346293076,1
2022-01,S003,P0016,Groceries,West,3817,0,1,0.1532849072724828,Truck_7,Delayed,Clear,15,1,Mechanical Failure,0,0.5489599780042308,0
2022-01,S003,P0017,Toys,East,3252,0,1,0.25742624239582,Truck_6,Delivered,Clear,50,0,Weather,1,0.18298048118975224,1
2022-01,S003,P0018,Groceries,South,3566,0,0,0.1431271205785824,Truck_6,Delayed,Detour,44,1,None,0,0.3970120422941156,0
2022-01,S003,P0019,Clothing,East,3017,0,0,0.16834436418322374,Truck_10,Delivered,Heavy,10,1,Weather,0,0.9603923431306494,0
2022-01,S003,P0020,Electronics,North,3112,0,0,0.1883928287996033,Truck_7,In Transit,Heavy,19,1,Weather,0,0.9785023121299565,0
2022-01,S004,P0001,Clothing,North,3913,0,1,0.13884444441507585,Truck_1,Delayed,Clear,13,1,Traffic,0,0.3769588659967632,0
2022-01,S004,P0002,Toys,North,3677,1,1,0.1753964690549633,Truck_4,In Transit,Heavy,25,1,Traffic,0,0.9826424566067157,0
2022-01,S004,P0003,Groceries,West,2982,0,1,0.1647462078320531,Truck_2,Delayed,Heavy,54,1,Mechanical Failure,0,0.9855113621644155,0
2022-01,S004,P0004,Furniture,South,4232,1,0,0.2354597648253689,Truck_6,In Transit,Detour,26,0,Mechanical Failure,1,0.42391437653868524,0
2022-01,S004,P0005,Electronics,East,3369,1,1,0.1813029204456458,Truck_7,In Transit,Detour,41,0,None,1,0.3007090728041788,0
2022-01,S004,P0006,Electronics,North,3739,0,0,0.19872820211341413,Truck_10,Delayed,Clear,36,1,Traffic,0,0.4239771138579894,0
2022-01,S004,P0007,Electronics,East,3724,0,0,0.08817596716282286,Truck_1,Delivered,Detour,11,0,Weather,1,0.3368222633540355,1
2022-01,S004,P0008,Electronics,East,3499,1,1,0.2525205158371902,Truck_2,Delayed,Heavy,16,1,Traffic,0,0.9670986631212776,0
2022-01,S004,P0009,Furniture,North,2876,0,0,0.18809266639241967,Truck_6,In Transit,Clear,51,0,Weather,1,0.2562250372564308,1
2022-01,S004,P0010,Groceries,West,3673,0,1,0.10729508553367623,Truck_7,In Transit,Heavy,16,1,None,0,0.9872180863781321,0
2022-01,S004,P0011,Clothing,North,3215,1,0,0.0938807175709568,Truck_9,Delivered,Detour,20,0,Mechanical Failure,1,0.2659641868775748,0
2022-01,S004,P0012,Clothing,North,4074,0,0,0.33324098580423744,Truck_2,In Transit,Detour,39,0,Traffic,1,0.2204208665292236,1
2022-01,S004,P0013,Toys,West,3381,0,1,0.33823374028554093,Truck_4,Delivered,Clear,35,0,Mechanical Failure,1,0.37892567314853276,1
2022-01,S004,P0014,Electronics,West,3271,0,1,0.23100675779615848,Truck_1,In Transit,Detour,20,0,Weather,1,0.3400140952399832,1
2022-01,S004,P0015,Groceries,South,3162,0,1,0.24026847034216992,Truck_6,Delayed,Clear,56,1,Weather,0,0.4094739318715844,0
2022-01,S004,P0016,Groceries,East,3144,0,0,0.20557144967998897,Truck_9,Delivered,Detour,44,0,Traffic,1,0.2245834764093725,1
2022-01,S004,P0017,Clothing,South,2984,0,1,0.30944542434679156,Truck_1,Delivered,Heavy,55,1,Traffic,0,0.9883214285714285,0
2022-01,S004,P0018,Electronics,West,3482,0,1,0.3696627682108754,Truck_6,Delivered,Heavy,24,1,Mechanical Failure,0,0.9870939155867007,0
2022-01,S004,P0019,Groceries,North,3515,0,0,0.28138536869604314,Truck_10,Delayed,Clear,16,1,Mechanical Failure,0,0.613785960465118,0
2022-01,S004,P0020,Clothing,West,3520,0,1,0.7302390131366138,Truck_8,Delivered,Clear,39,0,Traffic,1,0.472676647340862,1
2022-01,S005,P0001,Furniture,East,3207,0,1,0.3045375764644981,Truck_2,Delayed,Detour,58,1,None,0,0.6356620558315516,0
2022-01,S005,P0002,Clothing,West,2945,0,0,0.22550221374261484,Truck_9,Delayed,Heavy,54,1,Traffic,0,0.9750360396683925,0
2022-01,S005,P0003,Electronics,West,3254,0,1,0.10906679175796384,Truck_6,Delayed,Heavy,45,1,None,0,0.9878746538584067,0
2022-01,S005,P0004,Electronics,West,3707,0,0,0.25558685037570367,Truck_1,Delayed,Detour,22,1,Weather,0,0.47132866595618794,0
2022-01,S005,P0005,Electronics,East,3574,0,0,0.1907897613513687,Truck_10,Delayed,Heavy,57,1,None,0,0.9780246206269098,0
2022-01,S005,P0006,Clothing,West,3499,0,0,0.18562620910083158,Truck_3,Delivered,Heavy,55,1,Weather,0,0.9875316451983981,0
2022-01,S005,P0007,Furniture,East,3291,1,1,0.10987721523552318,Truck_9,In Transit,Heavy,26,1,Weather,0,0.9680422381673551,0
2022-01,S005,P0008,Toys,North,3706,0,1,0.09782202311259398,Truck_7,In Transit,Detour,39,0,Mechanical Failure,1,0.23813028021616794,1
2022-01,S005,P0009,Electronics,West,3176,0,1,0.537702970211009,Truck_10,Delayed,Clear,17,1,Weather,0,0.4522369830666167,0
2022-01,S005,P0010,Furniture,North,3642,0,0,0.12566073859245577,Truck_1,Delayed,Detour,22,1,Weather,0,0.47132866595618794,0
2022-01,S005,P0011,Furniture,East,3390,0,1,0.23358271703971475,Truck_3,In Transit,Heavy,25,1,Mechanical Failure,0,0.9855619647534337,0
2022-01,S005,P0012,Groceries,West,3085,0,1,0.21154169891422445,Truck_2,In Transit,Detour,25,0,Traffic,1,0.2899679391945711,1
2022-01,S005,P0013,Furniture,East,3011,0,1,0.11296397683882331,Truck_6,In Transit,Detour,32,0,None,1,0.3172446124677084,1
2022-01,S005,P0014,Electronics,North,3635,0,1,0.12688219539791548,Truck_6,In Transit,Clear,17,0,None,1,0.35964693310684465,1
2022-01,S005,P0015,Electronics,West,3508,0,0,0.14114040625691002,Truck_1,Delivered,Detour,12,0,Traffic,1,0.2633774141099935,1
2022-01,S005,P0016,Clothing,South,3562,0,1,0.28101563417106906,Truck_7,Delivered,Heavy,19,1,Weather,0,0.9706414852988999,0
2022-01,S005,P0017,Toys,North,3523,0,1,0.35102868952539723,Truck_4,Delivered,Detour,60,0,Weather,1,0.22056159420318613,1
2022-01,S005,P0018,Furniture,West,3154,0,1,0.15361131339544346,Truck_5,Delivered,Detour,35,0,None,1,0.2543332756281833,1
2022-01,S005,P0019,Clothing,West,3635,0,1,0.21157579852655792,Truck_1,In Transit,Clear,22,0,None,1,0.262234734237535,1
2022-01,S005,P0020,Furniture,South,3695,0,0,0.09625075741288439,Truck_4,Delayed,Heavy,10,1,Traffic,0,0.9813675116308406,0
2022-02,S001,P0001,Clothing,South,3190,1,1,0.1553385594523114,Truck_1,Delayed,Detour,22,1,Weather,0,0.47132866595618794,0
2022-02,S001,P0002,Clothing,North,2935,0,1,0.11537119326682341,Truck_7,Delayed,Heavy,51,1,Weather,0,0.9743667750588885,0
2022-02,S001,P0003,Toys,North,2934,0,0,0.13971541148756253,Truck_2,In Transit,Detour,25,0,Traffic,1,0.2899679391945711,1
2022-02,S001,P0004,Electronics,South,3122,0,0,0.221181975718071,Truck_9,In Transit,Detour,30,0,Traffic,1,0.3113285981323372,1
2022-02,S001,P0005,Clothing,South,2726,0,0,0.1733721894630382,Truck_4,Delivered,Clear,35,0,Mechanical Failure,1,0.35869591396412076,1
2022-02,S001,P0006,Electronics,East,3140,0,1,0.2124988651277905,Truck_7,Delivered,Clear,53,0,Mechanical Failure,1,0.28282739146779806,1
2022-02,S001,P0007,Toys,East,3011,1,1,0.346279742401414,Truck_5,Delayed,Heavy,20,1,Weather,0,0.9870038983632077,0
2022-02,S001,P0008,Furniture,East,3560,0,0,0.08315375932759743,Truck_7,Delayed,Heavy,51,1,Traffic,0,0.9879947584964114,0
2022-02,S001,P0009,Electronics,East,3150,1,1,0.11847040993813629,Truck_9,In Transit,Heavy,27,1,Traffic,0,0.9864542836249995,0
2022-02,S001,P0010,Clothing,South,3163,0,1,0.3515566808055034,Truck_9,In Transit,Heavy,35,1,Weather,0,0.973367253866471,0
2022-02,S001,P0011,Toys,North,3294,0,1,0.1853315437751712,Truck_3,In Transit,Detour,12,0,Weather,1,0.2637531083925195,1
2022-02,S001,P0012,Groceries,East,3228,0,0,0.17331642654819643,Truck_5,Delayed,Heavy,20,1,Weather,0,0.9870038983632077,0
2022-02,S001,P0013,Clothing,North,3309,0,0,0.4329085873915105,Truck_2,Delayed,Detour,32,1,Traffic,0,0.6013552952058284,0
2022-02,S001,P0014,Electronics,South,3394,0,0,0.2097505175710335,Truck_7,Delivered,Heavy,46,1,Traffic,0,0.9743191709187055,0
2022-02,S001,P0015,Clothing,North,2980,0,0,0.17814279527105437,Truck_9,In Transit,Clear,37,0,Weather,1,0.25792473031572577,1
2022-02,S001,P0016,Electronics,West,3125,1,1,0.28113310717820855,Truck_10,Delayed,Detour,30,1,Mechanical Failure,0,0.5701818887604123,0
2022-02,S001,P0017,Clothing,South,2953,0,0,0.18838105196795318,Truck_6,Delivered,Heavy,14,1,None,0,0.9730396038489485,0
2022-02,S001,P0018,Electronics,West,2987,0,0,0.25314732885030533,Truck_4,Delayed,Heavy,10,1,Traffic,0,0.9813675116308406,0
2022-02,S001,P0019,Clothing,East,2723,1,1,0.12478357378252167,Truck_10,In Transit,Heavy,16,1,None,0,0.9764797239813601,0
2022-02,S001,P0020,Furniture,West,2557,0,1,0.3953213397322539,Truck_8,In Transit,Clear,59,0,None,1,0.25968508616621483,1
2022-02,S002,P0001,Groceries,East,3150,0,1,0.22815345714625707,Truck_1,Delayed,Heavy,48,1,None,0,0.9784840032412773,0
2022-02,S002,P0002,Clothing,South,2971,1,1,0.09459777844602398,Truck_1,In Transit,Detour,41,0,Traffic,1,0.3380236261384719,0
2022-02,S002,P0003,Clothing,East,2413,0,0,0.23193342463570152,Truck_4,In Transit,Detour,29,0,Mechanical Failure,1,0.2559766879151395,1
2022-02,S002,P0004,Electronics,East,2492,0,1,0.08699629971109113,Truck_9,In Transit,Heavy,27,1,Traffic,0,0.9864542836249995,0
2022-02,S002,P0005,Toys,North,3029,0,1,0.8386059610042483,Truck_3,Delivered,Detour,29,0,Mechanical Failure,1,0.3185285156940103,1
2022-02,S002,P0006,Groceries,West,3223,0,0,0.09654051125240744,Truck_6,Delayed,Heavy,11,1,None,0,0.9809006824733424,0
2022-02,S002,P0007,Groceries,West,2843,0,1,0.3670089634397954,Truck_4,Delivered,Clear,59,0,Weather,1,0.25835536023413413,1
2022-02,S002,P0008,Clothing,North,3486,0,1,0.21370333588293838,Truck_8,Delivered,Heavy,30,1,None,0,0.9542395524416974,0
2022-02,S002,P0009,Furniture,East,3270,1,1,0.2665190539283462,Truck_7,Delivered,Clear,22,0,Traffic,1,0.3821756242700907,0
2022-02,S002,P0010,Clothing,South,3123,0,0,0.11381394856805314,Truck_4,Delayed,Heavy,14,1,None,0,0.9805170071961078,0
2022-02,S002,P0011,Groceries,North,2847,0,1,0.10335603904615524,Truck_6,Delayed,Heavy,11,1,None,0,0.9809006824733424,0
2022-02,S002,P0012,Groceries,South,3311,0,0,0.8271011479453418,Truck_6,In Transit,Clear,43,0,Traffic,1,0.23035389529623085,1
2022-02,S002,P0013,Clothing,East,2718,0,1,0.12245074806361526,Truck_7,In Transit,Clear,59,0,None,1,0.29337503834385353,1
2022-02,S002,P0014,Toys,East,3212,1,1,0.10744223179404921,Truck_10,Delayed,Detour,37,1,Traffic,0,0.5385601216673321,0
2022-02,S002,P0015,Furniture,North,3588,0,0,0.19034719950699389,Truck_8,Delivered,Clear,19,0,None,1,0.27010300505061,1
2022-02,S002,P0016,Groceries,South,3017,0,1,0.2480816829778451,Truck_1,Delivered,Heavy,33,1,None,0,0.9725794817927169,0
2022-02,S002,P0017,Groceries,East,2955,1,1,0.1065099458602558,Truck_6,Delivered,Detour,47,0,None,1,0.31520441280739686,0
2022-02,S002,P0018,Clothing,East,3114,0,1,0.1159944315369362,Truck_1,Delayed,Clear,41,1,Mechanical Failure,0,0.43683188936396095,0
2022-02,S002,P0019,Clothing,East,2982,0,1,0.07021895733271385,Truck_2,In Transit,Detour,32,0,None,1,0.23471603654651155,1
2022-02,S002,P0020,Electronics,North,3310,0,1,0.2446276677269941,Truck_3,Delivered,Heavy,36,1,Mechanical Failure,0,0.97800029851748,0
2022-02,S003,P0001,Electronics,North,3188,0,1,0.21229085882528095,Truck_9,In Transit,Heavy,30,1,None,0,0.9883715499276505,0
2022-02,S003,P0002,Electronics,South,2984,0,1,0.20240177856387875,Truck_3,In Transit,Detour,17,0,Weather,1,0.313048748496888,1
2022-02,S003,P0003,Toys,North,2999,0,1,0.1531256309821643,Truck_10,Delivered,Heavy,19,1,None,0,0.9790288601141743,0
2022-02,S003,P0004,Groceries,North,2929,0,0,0.1896548336055184,Truck_3,In Transit,Clear,58,0,None,1,0.2759903576884534,1
2022-02,S003,P0005,Groceries,South,2781,0,0,0.1367586884252478,Truck_7,Delayed,Heavy,24,1,Mechanical Failure,0,0.9774918694579029,0
2022-02,S003,P0006,Toys,East,2912,0,1,0.15396047210155644,Truck_10,Delayed,Clear,50,1,Mechanical Failure,0,0.48521503668730104,0
2022-02,S003,P0007,Electronics,West,2885,0,1,0.11113294270137763,Truck_2,Delivered,Detour,28,0,None,1,0.27923441845828056,1
2022-02,S003,P0008,Furniture,West,3036,0,1,0.3770732877441136,Truck_5,Delayed,Detour,24,1,Traffic,0,0.5239595604996744,0
2022-02,S003,P0009,Clothing,East,3423,0,1,0.2301263351156575,Truck_7,Delayed,Detour,28,1,Traffic,0,0.4268092435130282,0
2022-02,S003,P0010,Electronics,North,2799,0,1,0.4813808500418712,Truck_9,Delayed,Clear,37,1,Weather,0,0.29596074366339253,0
2022-02,S003,P0011,Furniture,South,3212,0,1,0.34772258969168796,Truck_3,Delivered,Detour,29,0,Mechanical Failure,1,0.3185285156940103,1
2022-02,S003,P0012,Clothing,North,3112,0,0,0.14345467107036608,Truck_2,Delivered,Heavy,50,1,None,0,0.9818467789638897,0
2022-02,S003,P0013,Groceries,East,3164,0,0,0.10406450456675798,Truck_2,Delivered,Detour,25,0,Mechanical Failure,1,0.3290038170987841,1
2022-02,S003,P0014,Furniture,East,2924,0,1,0.1312134205568427,Truck_4,Delivered,Clear,26,0,Traffic,1,0.3019075484328072,1
2022-02,S003,P0015,Toys,West,3274,0,1,0.1899223854752773,Truck_6,In Transit,Detour,24,0,Traffic,1,0.2133003255143581,1
2022-02,S003,P0016,Clothing,West,3435,0,1,0.144265791278432,Truck_6,In Transit,Clear,36,0,None,1,0.23043377345768018,1
2022-02,S003,P0017,Toys,South,3563,0,0,0.13518745191807993,Truck_7,In Transit,Heavy,53,1,Mechanical Failure,0,0.9835771494924829,0
2022-02,S003,P0018,Toys,South,3252,0,0,0.1677016524083517,Truck_4,Delivered,Detour,53,0,Weather,1,0.27683030728199953,1
2022-02,S003,P0019,Clothing,North,3348,0,1,0.6835124018067955,Truck_9,In Transit,Clear,37,0,Weather,1,0.25792473031572577,1
2022-02,S003,P0020,Furniture,North,3269,0,0,0.4015254613496884,Truck_8,In Transit,Detour,45,0,Mechanical Failure,1,0.3497423881125844,1
2022-02,S004,P0001,Toys,East,2972,1,1,0.12029761664586396,Truck_5,Delivered,Detour,56,0,Weather,1,0.27973469772634724,0
2022-02,S004,P0002,Groceries,South,2874,0,0,0.17654658274382676,Truck_7,Delayed,Heavy,51,1,Traffic,0,0.9879947584964114,0
2022-02,S004,P0003,Clothing,South,3592,0,1,0.10274487221683727,Truck_10,Delivered,Heavy,19,1,None,0,0.9448679447273188,0
2022-02,S004,P0004,Toys,South,3168,0,1,0.41920084979350536,Truck_3,In Transit,Detour,16,0,Traffic,1,0.303131201277913,1
2022-02,S004,P0005,Furniture,West,2517,0,1,0.11770401645376369,Truck_3,Delivered,Heavy,60,1,None,0,0.9579453493469537,0
2022-02,S004,P0006,Clothing,North,3290,0,1,0.2760864637472914,Truck_10,In Transit,Heavy,50,1,Weather,0,0.9860323653853739,0
2022-02,S004,P0007,Clothing,South,2840,0,0,0.2535705199096602,Truck_9,Delivered,Clear,56,0,Mechanical Failure,1,0.2219743568067944,1
2022-02,S004,P0008,Clothing,South,3265,0,0,0.5333195992869592,Truck_4,Delivered,Detour,57,0,Mechanical Failure,1,0.24261248732134458,1
2022-02,S004,P0009,Groceries,South,2593,0,1,0.2209617280230773,Truck_10,Delayed,Detour,38,1,Traffic,0,0.5588860247335505,0
2022-02,S004,P0010,Electronics,East,3208,0,1,0.12020782539582305,Truck_6,Delivered,Detour,57,0,Weather,1,0.24680120130582658,1
2022-02,S004,P0011,Clothing,North,2955,0,1,1.0835535796766442,Truck_5,In Transit,Detour,44,0,Weather,1,0.2877497606479819,1
2022-02,S004,P0012,Electronics,North,2788,1,1,0.3728564839340317,Truck_7,In Transit,Clear,59,0,None,1,0.29337503834385353,0
2022-02,S004,P0013,Clothing,East,2819,1,1,0.1253926585059871,Truck_9,In Transit,Heavy,56,1,None,0,0.9813233947425123,0
2022-02,S004,P0014,Clothing,West,3523,0,0,0.0836777955850392,Truck_8,Delayed,Detour,11,1,Weather,0,0.43601495585977046,0
2022-02,S004,P0015,Clothing,West,3161,0,1,0.3297021268089586,Truck_1,Delayed,Detour,53,1,None,0,0.560667566744145,0
2022-02,S004,P0016,Clothing,West,3226,0,1,0.14461165753165686,Truck_9,Delayed,Detour,11,1,None,0,0.503450642369576,0
2022-02,S004,P0017,Clothing,West,3525,0,1,0.16843284858551996,Truck_6,Delivered,Heavy,29,1,None,0,0.9760454463242171,0
2022-02,S004,P0018,Electronics,East,3102,0,1,0.14252865658687955,Truck_8,In Transit,Detour,28,0,None,1,0.2621220080730444,1
2022-02,S004,P0019,Clothing,East,3364,1,1,0.811209624708795,Truck_10,Delayed,Clear,18,1,Weather,0,0.6191201455656427,0
2022-02,S004,P0020,Toys,West,3562,0,0,0.20682897591530466,Truck_4,In Transit,Detour,50,0,Mechanical Failure,1,0.2979800320611836,1
2022-02,S005,P0001,Electronics,North,2735,0,1,0.7093560605710358,Truck_2,In Transit,Heavy,33,1,Mechanical Failure,0,0.9755349283664927,0
2022-02,S005,P0002,Furniture,West,3213,0,1,0.37964845929071567,Truck_3,Delayed,Heavy,30,1,Mechanical Failure,0,0.971571102067283,0
2022-02,S005,P0003,Toys,North,3500,0,1,0.08800726749552598,Truck_8,In Transit,Clear,31,0,Mechanical Failure,1,0.31448348346293076,1
2022-02,S005,P0004,Furniture,South,3067,0,1,0.3959094374202142,Truck_1,Delayed,Detour,53,1,None,0,0.560667566744145,0
2022-02,S005,P0005,Electronics,South,3066,0,1,0.30396570810119744,Truck_2,Delivered,Heavy,59,1,Mechanical Failure,0,0.9963372987180732,0
2022-02,S005,P0006,Furniture,North,3150,0,1,0.8349098214660534,Truck_3,Delivered,Detour,32,0,Mechanical Failure,1,0.3282561400175198,1
2022-02,S005,P0007,Furniture,West,2966,0,0,0.2182125316243563,Truck_4,Delivered,Detour,57,0,Mechanical Failure,1,0.24261248732134458,1
2022-02,S005,P0008,Electronics,East,2968,1,1,0.1504531265627129,Truck_9,Delayed,Clear,34,1,None,0,0.4283745611404659,0
2022-02,S005,P0009,Groceries,South,2788,0,1,0.05758793151521705,Truck_2,Delivered,Detour,51,0,None,1,0.301911717534301,1
2022-02,S005,P0010,Furniture,North,2946,0,1,0.338449708365861,Truck_9,Delivered,Clear,16,0,None,1,0.36235851315122625,1
2022-02,S005,P0011,Electronics,East,3216,0,0,0.20067075836019194,Truck_7,In Transit,Heavy,19,1,Weather,0,0.9785023121299565,0
